RC NUMBER,COMPANY NAME,ADDRESS
1001158,AAJIMATICS LIMITED,"6,UYASTREET,WARCOLLEGEGWARIMPA,ABUJA, FCT"
1401777,AAJIO GLOBAL FARMS LTD,"PLOT 729B, ADEMOLA ADETOKUNBO STREET, WUSE II"
735510,AAJOBIOLA NIGERIA LIMITED,"NO10,ODEREMOROADSABO,SAGAMU,OGUN"
2684245,AAJOK DYNAMIC INTERNATIONAL,"No24,alhaji noah street igando"
880160,AAJON JAG ENTERPRISES,"NO.F 4 CHIEF IDUAGBE ESTATE,OGUNU , WARRI,DELTA"
1580875,AAJOOR NIGERIA LIMITED,"2B, Gordilove Street,"
864945,AAK ATTAHIRU KATANGA PETROLEUM LTD,"NO.1,ZURUTURIBAROAD,RIBADANKO,WASAGULGA,KEBBI"
322311,AAK BUSINESS ENT.,"N3/618 INALENDE,I , IBADAN,OYO"
149518,AAK BUYERS NIG LTD,"10, OLAYIWOLA STR. OGBA-IKEJA , LAGOS ,LAGOS"
1244925,AAK CONSTRUCTION SERVICES LTD,"9, OLUYOMI CLOSE,OFF ADESHINA STR., IJU-ISHAGA"
442819,AAK CONSULTS AND INVESTMENTS COMPANY LIMITED,"67,JOSEPHHARRISONSTREETIWAYA,YABA,LAGOS"
1105346,AAK GEO-SPATIAL LTD,"NO. 11, SECRETARIATE AVENUE, OPP. LAND GATE, BWARI , ABUJA ,F.C.T"
711069,AAK GLOBAL RESOURCES NIGERIA LIMITED,"50MUSHINROADISOLO,LAGOS,LAGOS"
2376305,AAK POULTRY PROCESSING & GENERAL SERVICES,NO.3 JOGANA OLD P.D.P HEAD QUARTERS OPPOSITE JOGANA HOSPITAL
1270077,AAK ROYAL FLEET TRANSPORT LIMITED,"PLOT W88 JOSEPH GOMWALT STREET, SHALOM PLAZA GUDU DISTRICT"
645901,AAK SPACE GLOBAL SERVICES LIMITED,"PLOT12FAJEMBOLALAYOUTKUOLAAREA,IBADAN,OYO"
953050,AAK STEEL LIMITED,"KLM14,BADAGRYEXPRESSWAY,ABLE-ADOBUS-STOP.,LAGOS,LAGOS"
2175531,AAK STUDIOS,"HOUSE4,13WINSTONCHURCHILLSTREET,OFFJIMMYCARTERSTREET,ASOKORO,,ABUJA,,FCT,"
385531,AAK TRADE LIMITED,"6,ELISIEFEMIPEARSESTREET,V/ISLAND,LAGOS"
823421,AAK TRINITY LIMITED,"27,LADOKEAKINITOLASTREETG.R.A.,IKEJA,LAGOS"
KD29779,AAK VENTURES,"BEHIND L.E.A, KAURA NAMODA, TANKI RUWA AREA, NO,3, K/NAMODA, ZAMFARA , KAURA NAMODA,ZAMFARA"
2018039,AAK-J TECHNOLOGIES,"NO15A,OREMEJISTREET,COMPUTERVILLAGE,,IKEJA,,LAGOS."
1022246,AAK-PRES LTD,"NO1,KOTIESTREETOKUMAGBAESTATE,WARRI,DELTA"
OY64192,AAKALA GLOBAL ENTERPRISES,"64, AGBADO ROAD IJOKO OTA , IPOKIA,OGUN"
662304,AAKAR IMPORT AND EXPORT NIGERIA LIMITED,"N0.1BLAMIDOCRESCENTKANONASSARAWAAREA,KANO,KANO"
953227,AAKASELF NIGERIA ENTERPRISES,"NO 5 ATSIANGBE LANE,OFF REFINERY ROAD,,EKPAN , WARRI,DELTA"
298327,AAKASH NIGERIA LIMITED,"41,EMEKUKUSTREET,D-LINE,PORTHARCOURT,RIVERS"
1108241,AAKASH OVERSEAS LIMITED,"15FATAIIRAWOSTREET,AJAO,ISOLO,LAGOS"
355727,AAKASON INTER. CO. LTD,"8,BALSONLANE,,BALOGUN,LAGOS"
859129,AAKATEX GOLBAL INTERMARK COMPANY,"18 ADANA STR,S/LERE , LAGOS,LAGOS"
117493,AAKAY NIGERIA LIMITED,"59,MORE STR , ILE-IFE ,OYO"
1174593,AAKB BUILDING CONSTRUCTION NIGERIA LIMITED,"228GWANMMAJAQTRSDALALGA,KANO,KANO"
158492,AAKEEN INSURANCE BROKERS UNLIMITED,"24, AGGREY ROAD, , PORT-HACOURT ,C/RIVERS"
887518,AAKELEN - J LIMITED,"NO 5 BALOGUN CLOSE ASI IBADAN , IBADAN ,OYO"
83215,AAKERE-NLA PHARMACEUTICAL COMPANY LTD,"9, OKE-OYINBO RD. , AYETORO ,OGUN"
594152,AAKFREDAT COMMERCIAL ENTS.,"32, KUJORE STR. OJOTA, P.O. BOX 582, YABA , LAGOS,LAGOS"
KW5823,AAKHAT VENTURES,"NO.3 BATURE STREET OKE-APOMU ILORIN , ILORIN WEST,KWARA"
619765,AAKICE AFFAIRS LIMITED,"30BOMBAYCRESCENTAPAPA,LAGOS,LAGOS"
1066729,AAKIENT PROPERTY & PROJECT CONSULTANTS LIMITED,"49,isaacmakindestreet,viaaitroad,ilapoalagbado,lagos,lagos"
2216696,AAKIFAH PLEASURES,"88,OEBIROAD,,IKEJA,,LAGOSSTATE."
456124,AAKINAROWO ADVERTISING COY.,"1, ONDO BYE PASS , AKURE,ONDO"
970809,AAKINS GLOBAL CONCEPTS NIG LTD,"NO.17,IJUMUSTREET,G.R.A,ILORIN,KWARA"
502237,AAKMAM GLOBAL CONSULT NIGERIA LIMITED,"5,ANISERESTREET,OFFAJEIGBESTREET,,RINGRD.,IBADAN,OYO"
247430,AAKMON SER. NIG LTD,"113., MARINE BASE , P/HARCOURT ,RIVERS"
780183,AAKOMOLAFE INVESTMENTS LIMITED,"PLOT73,CADASTRALZONEPIPELINEEXT.2KUBWA,ABUJA,FCT"
829265,AAKOS ENGR (ELECT. MECH. CONST. ENGR,"12 AJEGUNLE STREET,ILUPEJU , PALM GROVE,LAGOS"
663842,AAKOW CASTEL LTD,"NO4LAGAEDROAD,JOS,PLATEAU"
2257826,AAKPEISISI NIG ENT,"PLOT245A,313ROAD,GCLOSE,FHAKUBWA,,ABUJA,F.C.T."
409774,AAKR NIGERIA LIMITED,"NO.264,AGEGEMOTORROAD,MUSHIN,LAGOS"
879776,AAKS AND BROS VENTURES LTD,"NO.11,GANGAREROAD.,JOS,PLATEAU"
102025,AAKS ART PRODUCTIONS COMPANY NIGERIA LIMITED,"3, FAGBILE STR., ODI OLOWO PALM GROVE , LAGOS ,LAGOS"
601884,AAKS NIG CO.10-JUN-1980,"19B JOSEPH RD , LAGOS,LAGOS"
123805,AAKS NIG LTD,"45, ONITIRE STR, , LAGOS ,LAGOS"
958760,AAKT BUSINESS SERVICES LTD,"11,444CRESCENTGWARINPAESTATA,ABUJA,FCT"
2246336,AAL - GHAFFAR GLOBAL AGRICULTURAL SERVICES,"CLOSE 2, HOUSE 13, OFF BADAGRY EXPRESS WAY, , SATELITE TOWN, ,LAGOS."
27887,AAL ENGINEERING LIMITED,"5, JOLLY STARS STARS CLOSE , IKEJA ,LAGOS"
1011048,AAL GLOBAL SERVICES LTD,"161HERBERTMACAULAYRDADEKUNLEBUSSTOPEBUTEME,LAGOS,LAGOS"
2325331,AAL GLOBAL TECHNICAL VENTURES,"2, BOXTON COLE STREET"
91030,AAL LIMITED,"118, JOEL OGUNNAIKE STREET IKEJA , LAGOS ,LAGOS"
457348,AAL MUHAMMED NIGERIA LIMITED,"79,SHAGARICLOSE,SHAGARI,KANO"
193983,AAL NIG LTD,"30B, LUGARD AVE. , LAGOS ,LAGOS"
177402,AAL VIDEO FILMS PRODUCTION LIMITED,"5, OROYINYIN STR., DOCEMO , LAGOS ,LAGOS"
78240,AAL-ALLIED MOTORS AND ENGINEERING SERVICES LTD,"5, ADENUGA TAIWO STR. , LAGOS ,LAGOS"
894016,AAL-AMIN VENTURES LIMITED,"#7 FLORIDA STREET, ABULOMA , PORT HARCOURT ,RIVERS"
262179,AALA CONSULTING CO. LTD,"10, OLAYINKA STR, OPEBI IKEJA, , LAGOS ,LAGOS"
1057483,AALAM ALPHA-BETA INVESTMENTS LIMITED,"3BRUDOLFCLOSEOFFKASTINAALACRESC.MAITAMA,,ABUJA,FCT"
1260336,AALBA CONSULTING SERVICES LIMITED,BLK 139 KARU SITE ABUJA
607560,AALBI ORI-SUNMIBARE TRADE CO.,"44, ADENIJI ADELE RD. , LAGOS,LAGOS"
662798,AALBLUND LOGISTICS SERVICES LIMITED,"SUITED6,HALIMAPLAZAOBOAYENGULESTREET,AREA11,,ABUJA,FCT"
2010415,AALBORG ENGINEERING ENT,"1,ISHERI/OLOWORAJUNCTION,BERGER,AGUDA,,OGBA,,LAGOS."
794759,AALBORG NIGERIA LIMITED,"N0.7,OBAGOLOBASTREET,ISOLO,LAGOS,LAGOS"
337355,AALCO (NIGERIA) LIMITED,"KM7,OKE-OYUNOLDJEBBAROAD,,ILORIN,KWARA"
153101,AALCO GENERAL AUTO-PART LTD,"10, OPOMALU STR. , ILORIN ,KWARA"
2113490,AALE WILLIAMS ENTERPRISES,"PLOT3-5,YUSUFOLADITANSTREET,OFFAKINDELESTREET,KOLLINGTONBUSSTOP,AKERAESTATE,,ALAGBADO,,LAGOS,"
1042217,AALEIGH DE RALEIGH NIGERIA LIMITED,"47/57MARTINSSTREET,LAGOS,LAGOS"
1054888,AALEXIA INTEGRATED CONCEPTS LIMITED,"NO27OYEGUNWASTREETOFFLADIPOB/STOPSHOGUNLEO,LAGOS,LAGOS"
1245785,AALG STANDARD VISION LTD,6 BANK OF THE NORTH AREA MAIDUGURI
1137512,AALIA DEVELOPMENT COMPANY LIMITED,"plot4,keffi-kachiaroadgundumakarshidevelopmentareakaru,karu,nasarawa"
1206059,AALIAK NIGERIA LIMITED,"14, KADIRI STREET, OFF CLEGG LANE, OJUELEGBA NULL NULL, SURULERE ,LAGOS"
491630,AALICE SAMUEL ECHIANU AND SONS LIMITED,"12B,JUBILEEROAD,,ABA,ABIA"
984538,AALIM ALTERNATIVE MEDICINE/THERAPY LTD,"NO.75,NELSONMANDELASTREET,ASOKORO,ABUJA,FCT"
2126397,AALIMAKA TRADES CONSULT,"PLOT142,REVERENDSQUARTERS,G.R.A,,IDAH,KOGI"
147911,AALINOX NIGERIA LIMITED,"PLT 4, ADESIYAN STR., P/GROVE , LAGOS ,LAGOS"
789840,AALIYAH BUREAU DE CHANGE LIMITED,"NO.4,CIVICCENTREROAD,KANO,KANO"
2330262,AALIYAH CLOTHING DESIGN,"2, OLUWADARE STREET, OFF FOLA-AGORO"
2004804,AALIYAH SHINING CERAMICS AND ALUMINIUM COMPANY,"BLOCK2,SHOP5,ALUMINIUMVILLAGE,DUMEZ,NIGER"
1101719,AALIYAH STANDARD PROJECTS LTD,"NO 24/25 POWA PLAZA BESIDE TREASURY HOUSE GARKI II , ABUJA ,FCT"
288132,AALIYAH VENTURES LIMITED,"15, SABAODE ST. AFIJALO MKT.MAFOLUKU , OSHODI ,LAGOS"
1133839,AALIYAHJIBO NIG LTD,"2,GBAJUMOSTREET,,LAGOSISLAND,LAGOS"
651927,AALIYAHWORLD CONCEPTS LIMITED,"107OGUDUROADOGUDUG.R.A.,OJOTA,LAGOS"
86926,AALMAREC LTD,"EKIEMERE'S COMPUND EWIALE/NSULU. , OWERRI ,IMO"
98030,AALMAREC VENTURES LIMITED,"375, WORKS L/OUT , OWERRI ,IMO"
2258924,AALMATSHADY ENTERPRISES,"NO3,BABAOSTREET,OFFMALTINAROAD,,SANGOOTA,,OGUN."
402923,AALMAX MERCHANTS LIMITED,"45,AZIKIWEROAD,,ABA,ABIA"
2015008,AALMOND FINISHES ENTERPRISES,"NO.8,KINGSAVENUE,OJODUBERGER,,OJODU,,LAGOS."
741082,AALMOND FINISHES LIMITED,"NO.8,KINGSAVENUEOJODU-BERGER,IKEJA,LAGOS,LAGOS"
166800,AALMONDE (SUNLAND) COMPANY LIMITED,"1, OWERRI ROAD , IHIALA ,ANAMBRA"
2352565,AALO IRON & STEEL PRODUCTS,"21, AKHILELE CRESCENT"
2185834,AALOITHAR SERVICES,"59,ALHAJIAMOOSTREET,,OJOTA,,LAGOS"
435112,AALPHA ENTERPRISES,"4, POPSTR , YABA,LAGOS"
2071698,AALS INTEGRATED AGRIC CONSULTANCY SERVICES,"NO.L4,SURAJABDUL-WAHABROAD,,MANDO,,KADUNA."
609388,AALYN MERCHANDISE LIMITED,"120,MARKETROAD,ABA,ABIA"
1212899,AAM & SONS GLOBAL INVESTMENT NIG LTD,"15 BALE STREET, OTTO EBUTE-METTA , LAGOS ,LAGOS"
2165125,AAM COMMODITIES NIG,"NO.93,GIDANSANIABBAS,KANTINKWARIMARKET,KANO,"
1114565,AAM DANTATA LIMITED,"DANTATAHOUSE66-67,MURTALAMOHAMMEDWAY,KANO,KANO"
783126,AAM EGBATI GLOBAL CONCEPT NIGERIA LIMITED,"1,EKOWUNAWARDAGAIEL.G.A.,AGAIELGA,NIGER"
813109,AAM LEASING LIMITED,"SUITEB328IKEJASHOPPINGPLAZA81MOBOLAJIBANK,IKEJA,LAGOS"
2240399,AAM OFFICE NEED COMPANY,"37,GLOVERCOURTOFFGLOVERROAD,IKOYI,LAGOS"
1163946,AAM TARPAULIN NIG LTD,"HAMZET BUILDING 22,26 PARK ROAD SABO GARI , ZARIA ,KADUNA"
2165403,AAM TEX VENTURES,"NO.93,GIDANSANIABBAS,KANTINKWARIMARKET,KANO,KANO"
439430,AAM-GYAN NIGERIA LIMITED,"NO103KASHIMIBRAHIMROAD,BEHINDFORMERSAVANAHBANKPLC,MAIDUGURI,MAIDUGURI,BORNO"
274562,AAMA & SONS INDUSTRIES NIG LTD,"141, IKOT EKPENE RD. , ABA ,ABIA"
443704,AAMA NIGERIA LIMITED,"PLOTHS751T,HWOSHETU/WADAROAD,JOS,PLATEAU"
891195,AAMA PLASTICS NIGERIA LTD,"NO. 26, AMAECHI ANUDU STREET, AKWUBULU LAY-OUT , ASABA ,DELTA"
494990,AAMADUS NIGERIA LTD,"6,NITACOROAD,,MINNA,NIGER"
1109816,AAMAFOG HOMES & DESIGNS LIMITED,"2A,ONAFEKOSTREET,PAKOBUSSTOPOFFADETAYOSHOMOLU,LAGOS,LAGOS"
838823,AAMAG LOGISTICS LTD,"2ALHNANASHOUDGEGUBEKIKOTONKARFE,KOTONKARFE,KOGI"
1158162,AAMANEE TRADING LIMITED,"NO1,ZONED,2NDGATEAPOQTRS,ABUJA,FCT"
2296346,AAMARKS BUSINESS VENTURES NIGERIA,"BLOCKA9,SHOP2,WADANASGARKIMODELMARKET,GARKIII,ABUJA,F.C.T."
969888,AAMAYU NIGERIA LIMITED,"13,GALADIMASTREET,OFFBAHAGOROAD,TELEVISION,KADUNA,KADUNA"
307581,AAMAZIN INTERNATIONAL CO. NIG LTD,"132,LAGOSSTR.,E/META,,LAGOS,LAGOS"
66817,AAMB FARMS AND FOOD COMPANY LTD,"N6/509, OKE ITUNU , IBADAN ,OYO"
2301695,AAMBO AND CO,"NO. 10, IBADAN CLOSE, OFF OPEBI , IKEJA ,LAGOS"
445366,AAMCO INVESTMENT NIGERIA LIMITED,"77,TENANTROAD,,ABA,ABIA"
93535,AAMCO NIGEIA LIMITED,"10, BAGA RD. , MAIDUGURI ,BORNO"
278630,AAMCO OIL NIG LTD,"2, AMADU BELLO WAY, , KADUNA ,KADUNA"
1226419,AAMCO SYNERGIES LIMITED,"PLOT B, GENERAL HOSPITAL ROAD, GBAGADA, LAGOS"
2262181,AAMD - IMPORTS AND EXPORT,"9,BOLAAJIBOLASTREET,,IKEJA,LAGOS."
1097672,AAMDD & SONS NIG LIMITED,"NO 2 SANI ABACHA WAY, KIYAWA ROAD, , DUTSE ,JIGAWA"
734280,AAMEEC TELECOMMUNICATION & ENGINEERING LIMITED,"no8bisioladipupoaviationestate,mafoluku,lagos"
931565,AAMEEN BUREAU DE CHANGE LTD,"NO 437, NEW PIPELINE LAYOUT NAIBAWA , KANO ,KANO"
233828,AAMEH FROZEN FOODS LTD,"1, EKPOKULU STR. , AHOADA ,RIVERS"
998045,AAMI CONSULTING LIMITED,"SUITEA7,MUNIRUBARUWASHOPPINGMALL,LAWANSON,SURULERE,LAGOS,LAGOS"
848211,AAMINA COMMODITIES LIMITED,"NO.207,AHMADUBELLOWAY,MAIDUGURI,BORNO"
313507,AAMIO NIG LTD,"22,OMOALADEALAFIASTR.,OFFPEDRO,LAGOS,LAGOS"
136328,AAMIS INVESTMENT COMPANY,"50,ADO BAYERO RD. , KANO ,KANO"
307591,AAMKHAS INTERNATIONAL LTD,"36A.,SHA'ISKAWAROAD.BADIKKON/EXET,KADUNA,KADUNA"
714488,AAML NOMINEES LTD,"21/25BROADSTREET,MARINA,LAGOS"
786855,AAML TRUSTEES LTD,"21/25BROADSTREET,,LAGOS,LAGOS"
1147426,AAMMAN TRANSNATIONAL GLOBAL SERVICES LTD,"NO.248BDISOQUARTERS,KANO,KANO"
299522,AAMMEE VENTURES (NIGERIA ) LIMITED,"NO.16,OKOGBETOWN,,AHOADA,RIVERS"
149330,AAMOO VENTURES (NIGERIA) LIMITED,"1, DA SILVA STR. MUSHIN , LAGOS ,LAGOS"
282453,AAMPATAS (NIG) LTD,"8,BIADUO STR,SOUTH WEST IKOYI , LAGOS ,LAGOS"
445901,AAMPCO NIGERIA LIMITED,"NO.9,AKINTOLACLOSEOFFBABINGTONAVEN,KETU,LAGOS"
2290624,AAMRITE KONCEPTS,"K/M60,IDIROKOROAD,,SANGOOTA,,OGUN."
702672,AAMS ASSOCIATES LIMITED,"NO24ALKALIROADOFFALIAKILUROAD,KADUNA,KADUNA"
2115668,AAMS BARBERS,"CHOICEPLAZA,SHOP003,23/24ALKALIROAD,KADUNA,KADUNA"
2115666,AAMS CLEANERS,"SHOP003,CHOICEPLAZA,23/24ALKALIROAD,KADUNA,KADUNA"
2174288,AAMS ESTATE AND PROPERTIES,"CHOICEPLAZA,SHOP003,NO.23/24,ALKALIROAD,,KADUNA,,KADUNA,"
2163806,AAMS MOTORS,"SHOP003,NO.23/24,CHOICEPLAZA,ALKALIROAD,KADUNA,KADUNA"
917822,AAN DESIGNS AND CONSTRUCTION LIMITED,"BLOCK 16, ANGOLA STREET. ZONE2 , WUSE ,ABUJA"
658177,AAN ENERGY SERVICES LTD,"4,OLOHOUSE2,TINCANISLANDPORTROADAPAPA,LAGOS,LAGOS"
14021,AAN GRAPHICS (NIG) LTD,"J95,ISAACJOHNSTR,IKEJA,LAGOS,LAGOS"
257277,AAN [GORONDUTSE ] PETROLEUM LTD,"73, NNPC HOTORO , KANO ,KANO"
1036464,AANADO REAL TECH LIMITED,"SUITE692NDFLOOR,NANDUPLAZAOPPOSITECACOFFICEWUSE5,ABUJA,FCT"
194140,AANAH RESOURCES NIG LTD,"KM 22 OYIGBO ABA P/H EXPWAY , P/HARCOURT ,RIVERS"
732267,AANDA COMMUNICATIONS SERVICES LTD,"FANTASIESBUILDINGNO1EMENISTREETG.R.AIV,P/HARCOURT,RIVERS"
2184323,AANDA CONOR,"10THFLOOR,FPH,AHMADUBELLOWAY,,VICTORIAISLAND,,LAGOS,"
917110,AANDA INTERNATIONAL SERVICES LTD,"SUITE 116, JINIFA PLAZA, CENTRAL BUSINESS DISTRICT , ABUJA ,FCT"
984289,AANDEC CONSULT LIMITED,"NO.D8,FIRSTAVENUE,MANGOGROOVE,SUNNYVILLEEST,ABUJA,F.C.T"
131394,AANDERAAH NIGERIA LIMITED,"1, EKEBE ELUAMA ISUIKWATO, ISUIKWATO RD. , OKIGWE ,IMO"
136678,AANDERAH SURVEYS NIGERIA LTD,"9, ABA RD , PORT HARCOURT ,RIVERS"
824881,AANDF VENTURES LTD,"PLOT2302HARBERTMACAULAYWAYWUSEZONE6,ABUJA,FCT"
1077066,AANDN RESOURCES LIMITED,"NO.4,SALAUDEENAKANOSTREET,OGUDUG.R.A,LAGOS,LAGOS"
864497,AANDO APPARTMENT LTD,"BLOCK53,PLOT20EXTENSION2OLUYOLEESTATE,IBADAN,OYO"
626781,AANDO INTERNATIONAL TRAVELS & TOURS LTD,"NO.10ASSOCIATIONAVENUE,ILUPEJU,LAGOS,LAGOS"
844007,AANDO LOGISTIC SERVICES LTD,"GL14,ISASULECLOSESABOTELEVISION,KADUNA,KADUNA"
185004,AANDO SECURITY SYSTEM & SERVICE LTD,"40/42, GODWIN WAY, IRE-AKARI ISOLO , LAGOS ,LAGOS"
2117168,AANDOS CONSULTING,"BLOCK32,FLAT6,LSDPCHOUSINGESTATE,,IJAIYE-OGBA,,LAGOS,"
37952,AANDUIS BROTHERS ASSOCIATES NIG LTD,"UZI OSAH UMUAHIA , UMUAHIA ,ABIA"
798604,AANEE CONSTRUCTION COMPANY LIMITED,"PLOT510OLUSEGUNOBASANJOWAYWUSEZONE11,J.INKANDEFILINGSTATIONOFFICECOMPLES,ABUJA,FCT"
601268,AANGAL INTERNATIONAL LIMITED,"120,SIRKASHIMIBRAHIM,,MAIDUGURI,BORNO"
680409,AANI XIXE LIMITED,"15,MILITARYSTREET,ONIKAN,LAGOS,LAGOS"
2000462,AANIFO VENTURES,"NO2,OBEHIRAJUNCTION-OKENE,OKENE,KOGI"
1070770,AANIKESON NIG LTD,"NO.10,NIKELAKERESORTROAD,ENUGU,ENUGU,ENUGU"
2131113,AANISAM VENTURES ENTERPRISES,"HOUSE47,DRIVE2,PRINCE&PRINCESSESTATEDUBONYIDISTRICT,,ABUJA,F.C.T"
638295,AANNY-TEC VENTURES LIMITED,"3BYAZHINROADKUBWA,ABUJA,FCT"
113427,AANO LIMITED,"75 JUBILEE ROAD , ABA ,ABIA"
75753,AANOZANT INTERNATIONAL COMPANY LTD,"9, AKINEHINWA ROAY NEW BODAJA , IBADAN ,OYO"
730423,AANRYPE INVESTMENTS LIMITED,"PLOTAHOUSEPALMVIEWESTATEPHASE2OKO-OBAAGEGE,LAGOS,LAGOS"
140605,AANSCO PHARMACY AND STORES NIG LTD,"94, MUYIBI STR., OLODI APAPA , LAGOS ,LAGOS"
115036,AANTICO PRINTING PRESS NIGERIA LTD,"28, FRANCIS STREET , ONITSHA ,ANAMBRA"
793434,AANU BUREAUX DE CHANGE LIMITED,"NO10PRINCESIJUADESTREETJERICHO,IBADAN,OYO"
2059386,AANU COMMUNICATIONS,"18,OBUN-EKOSTREET,,IDUMOTA,,LAGOS."
1067376,AANU COMMUNICATIONS NIG LTD,"18,OBUNEKOSTREET,,IDUMOTA,LAGOS"
103482,AANU OLU ENT. LTD,"1, ISE EMURE ROAD JUNCTION , AKURE ,ONDO"
2180365,AANU OLUWA GLOBAL CONCEPTS,"4,OKEROWOSTREET,,ONDO,,ONDO,"
962719,AANU OLUWA PETROLEUM LIMTED,"NO1,OREOFESTR,OREOFEBUSSTOP,IBAFO,OGUN"
30922,AANU OLUWA PO SOCIAL CLUB,"PLOT1496,BALANGASTREET,D15,HALIMAPLAZAAREAII,GARKI,,ABUJA,FCT"
373222,AANU OLUWAPO NIG LTD,"47,OJUDESTR,ISEERITI,EKITI,EKITI"
31376,AANU POULTRY & VEGETABLES FARMS LTD,"22, SIMPSON STR, , LAGOS ,LAGOS"
988513,AANU-MERCY (NIG) LIMITED,"2ASHIPALAYOUT,OFFOLEYOROAD,ODO-ONAELEWE,VIAORITA-CHALLENGE,IBADAN,OYO"
2214709,AANU-OLORUN BLOCKS INDUSTRY & GENERAL BUILDING MATERIALS,"4,ARIKAWESTREET,,KETU,LAGOSSTATE"
716513,AANUGBOBA GLOBAL ENTERPRISES LIMITED,"NO18OLABISISTREETOFFLIASUROADEGBE-IKOTUN,LAGOS,LAGOS"
2144913,AANULOLAADUN STORES,"52,OLDOTTAROAD,OFFABEOKUTAEXPRESSWAY,MOSHALASHIBUSSTOP,,ALAGBADO,,LAGOS"
1005013,AANUOLORUN GLOBAL VENTURES LIMITED,"A1,FUDOLIEPLAZA,PLOT768MIKEAKHIGBESTREET,JABI,ABUJA,FCT"
722696,AANUOLUWAPO INVESTMENT CONCEPTS LIMITED,"PPB30AILAJEIMADINILESA,ILESA,OSUN"
2012870,AANUOLUWATOBI VENTURES,"47,ADEOYOSTREET,,MUSHIN,,LAGOS."
482630,AANUTALABI AND CO. LTD,"HOUSE10A,ATALANTICBEACHESTAT,VICTORIAISLAND,LAGOS"
1330290,AAO ADESEGUN ABIODUN ONIRU CONSTRUCTION CO. LTD,"HOUSE 3, IRU SETTLEMENT, PALACE ROAD, ONIRU ESTATE"
1583462,AAO DESIGN & HOMES LIMITED,"OLOKUN HOUSE, 44 MCNEIL ROAD, YABA ESTATE, YABA, LAGOS"
2870518,AAO ENGINEERING SERVICES,"ARENA SHOPPING COMPLEX,ALONG OSHODI EXPRESS ROAD"
2375036,AAO FROZEN SEAFOODS,"NO. 40 ABONG ASENG STREET, ETTA, AGBOR"
782060,AAO GLOBAL VENTURES LIMITED,"21IFAKISTREET,,IJERO,EKITI"
95088,AAO INDUSTRIES LTD,"22 OYEWOLE STR. MUSHIN , LAGOS ,LAGOS"
2790659,AAO LEGAL PRACTICE,"3, ELEPE ROYAL ESTATE, AGA, IKORODU"
823179,AAO MULTI - SERVICES GLOBAL CONSULTS LTD,"N0.6,SANPEDRONCLOSE,WUSEZONE1,,ABUJA,FCT"
2401281,AAO OLUWOGA ENTERPRISES,"16, OLUWOGA STREET, AGA TITUN"
342712,AAO RECORDING COY.,"N4/609D OKE-AREMO,ADEOYO AREA , IBADAN,OYO"
2467850,AAO SOLICITORS,"55B, OGUNLANA DRIVE"
702084,AAO SOUTHBEACH LIMITED,"47,DOYINOMOLOLUROADKETUEAST,ALAPERE,LAGOS"
2417418,AAO SUPPLIES & SERVICES,C2Q ESTATE LUGBE
2655632,AAO SUPREME GAS LPG SERVICES,"ROAD 7,AKWAKA PHASE 3,RUMUODOMAYA"
NOT YET ASSIGNED,AAO TECHNOLOGIST,"Block 361, Flat 1 Abesan Housing Estate,"
1339823,AAO UNITED PRINTING PRESS LIMITED,PLOT 229 BLK 9 LEKKI PENNISULA GARRISON ESTATE
1466057,AAOD AGRO-ALLIED LIMITED,"NO. 45, MOBOLAJI STREET, OFF GILBERT MODOIR STREET, THOMAS ESTATE, AJAH-LEKKI, LAGOS"
502660,AAODADS TRAVEL AGENCY LIMITED,"PLOTCI89PWHOUSINGESTATE,KUBWA,ABUJA,FCT"
679118,AAON GLOBAL ENGINEERING SERVICES LIMITED,"NO51GAAAKANBIROAD,ILORIN,KWARA"
2928658,AAOO SUPER STORE,"275, EGBEDA-IDIMU ROAD"
NOT YET ASSIGNED,AAOO VENTURES,"No 7,ola olaoluwa Street ologun Eru"
NOT YET ASSIGNED,AAOOFA TECHNICAL ENTERPRISES,"2, ALHAJI BELLO STREET OFF ONASELU STREET, GBERIGBE"
1433885,AAOYIB NIGERIA LIMITED,"10, DEHINDE COMPLEX, OPPOSITE 1ST BANK, SANGO GARAGE, OTTA"
1012756,AAP CENTRAL POST COMMUNICATIONS LIMITED,"PLOT5,TAMPAFUROAD,PATIGILOCALGOVT,PATIGI,KWARA"
1527168,AAP CONSULTANTS LIMITED,"8, Iyinola Street, Off Adeoye"
956556,AAP PARTNERSHIP INTERNATIONAL LIMITED,"NO.635,GIMBIYASTREET,AREA11,GARKI,ABUJA,FCT"
1316442,AAP SOLUTIONS LIMITED,"2, SEGUN KUJORE STREET, CMD ROAD SHANGISHA"
1037428,AAPATZACISSE NIG LTD,"NO15,OPPREDCROSSKWAMBA,SULEJA,NIGER"
314611,AAPCON NIG LTD,"5,NISESTR.,,UWANI,ENUGU"
1195892,AAPDAN INVESTMENT LIMITED,"2/4, OYESONUGA STREET NULL NULL, MUSHIN ,LAGOS"
2769446,AAPEE-A VENTURES,"18, AKINBOLA STREET, IYANA-IYESI, OTA, OGUN STATE"
2029032,AAPEJUOPE FARM VENTURES,"IJALE-ORILE,,ABEOKUTANORTH,OGUN"
1341129,AAPELI INTERNATIONAL LIMITED,CHURCH GATE TOWERS 6TH FLOOR CENTRAL BUSINESS DISTRICT
